Lot_number1	Lot_number2	Estimate_from1	Estimate_from2	Estimate_to1	Estimate_to2	Currency1	Currency2	Price1	Price2	Auction_date1	Auction_date2	Auction_time1	Auction_time2	Auction_location1	Auction_location2	Description1	Description2	link1	link2	Provenance1	Provenance2	Norm_price1	Norm_price2	Norm_estimate_from1	Norm_estimate_from2	Norm_estimate_to1	Norm_estimate_to2	Author	Art	Image	Days_distance	Resale_income	Estimate_from_income	Estimate_to_income
16	51	1000000	1500000	1500000	2000000	USD	USD	2256000	1762500	14.11.2006	09.11.2010	1899-12-28 00:00:00	1899-12-28 00:00:00	New York	New York	 roy lichtenstein 1923 - 1997 modern painting with fishes   signed and dated 67 on the reverseoil and magna on canvas36 x 36 in. 91.5 x 91.5 cm.  	 roy lichtenstein 1923 - 1997 modern painting with fishes   signed and dated 67 on the reverseoil and magna on canvas36 x 36 in. 91.5 x 91.5 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-art-evening-n08243/lot.16.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/contemporary-art-evening-auction-n08678/lot.51.html	"
 leo castelli gallery, new york (lc# 481)mr. and mrs. horace solomon, new york (acquired in 1967)renée lachowsky, brusselsacquired by the present owner from the above circa 1975
 "	"
 leo castelli gallery, new york (lc# 481)mr. and mrs. horace solomon, new york (acquired in 1967)renée lachowsky, brusselsvanthournout collection, brussels (acquired by the present owner from the above circa 1975)sotheby's, new york, november 14, 2006, lot 16acquired by the present owner from the above 

 "	2465880	2071787	1093032	1763223	1639548	2350964	roy lichtenstein	MODERN PAINTING WITH FISHES	https://www.sothebys.com/content/dam/stb/lots/N08/N08678/N08678-51-lr-1.jpg	1456	-394093	670191	711416
252	431	140000	180000	180000	250000	GBP	GBP	243200	446100	10.02.2006	28.02.2008	1900-01-02 10:30:00	1900-01-02 10:00:00	London	London	 roy lichtenstein 1923 - 1997 brushstroke still life with lamp   signed, dated '97 and numbered 3/24 on the right edgescreenprint with hand-painted magna on aluminium in original artist's frameimage: 125.7 by 172.2cm.; 49 1/2 by 68in.overall: 137.2 by 184.2cm.; 54 by 72 1/2 in.this work is nymber 3 from an edition of 24 plus 8 artist's proofs.  	 roy lichtenstein 1923 - 1997 brushstroke still life with lamp   signed, dated '97 and numbered 3/24 on the right edgescreenprint with hand-painted magna on aluminium in original artist's frameimage: 125.7 by 172.2cm.; 49 1/2 by 68in.overall: 137.2 by 184.2cm.; 54 by 72 1/2 in.executed in 1997, this work is number 3 from an edition of 24 plus 8 artist's proofs.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-art-day-l06021/lot.252.html	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-day-auction-l08021/lot.431.html	"
 private collection, new york
 "	"
 private collection, new yorksale: sotheby's, london, contemporary art, 10 february 2006, lot 252acquired directly from the above by the present owner
 "	374557	706665	215617	285137	277222	396024	roy lichtenstein	BRUSHSTROKE STILL LIFE WITH LAMP	https://www.sothebys.com/content/dam/stb/lots/L08/L08021/L08021-431-lr-1.jpg	748	332108	69520	118802
188	163	70000	70000	100000	100000	GBP	GBP	87500	87500	02.07.2015	08.03.2018	1900-01-02 09:00:00	1900-01-02 10:30:00	London	London	 sigmar polke 1941 - 2010 untitled   signed and dated 94gouache on paper99 by 69.5cm.; 39 by 27in.  	 sigmar polke 1941 - 2010 untitled   signed and dated 94 gouache and glitter on paper99 by 69.5 cm. 39 by 27 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2015/contemporary-art-day-auction-l15023/lot.188.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-auction-l18021/lot.163.html	"
 galerie aschenbach, amsterdamacquired directly from the above by the present owner
 "	"
 galerie aschenbach, amsterdamprivate collection, germanysotheby's, london, 2 july 2015, lot 188acquired from the above by the present owner
 "	157354	168308	125883	134646	179833	192352	sigmar polke	UNTITLED	https://www.sothebys.com/content/dam/stb/lots/L18/L18021/691L18021_86SGT.jpg	980	10954	8763	12519
24	27	1000000	1400000	1500000	1800000	USD	GBP	1161000	2613000	14.05.2008	07.10.2016	1899-12-28 23:00:00	1900-01-02 18:00:00	New York	London	 sigmar polke b.1941 spirale   signed and dated '85 on the left paneloil and lacquer on fabric in two panelseach: 70 3/4 x 59 in. 179.7 x 149.9 cm. overall: 70 3/4 x 118 in. 179.7 x 299.7 cm.  	 sigmar polke 1941 - 2010 spirale   signed and dated 85 on the reverse of the right hand panel. oil and lacquer on fabric, in 2 partseach: 179.7 by 149.9 cm. 70 3/4 by 59 in.overall: 179.7 by 299.7 cm. 70 3/4 by 118 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-evening-auction-n08441/lot.24.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/contemporary-art-evening-auction-l16024/lot.27.html	"
 mary boone gallery, new yorkacquired by the present owner from the above in february 1988
 "	"
 mary boone gallery, new york
private collection, usa (acquired from the above in 1988)
sotheby’s, new york, 14 may 2008, lot 24 (consigned by the above)
acquired from the above by the present owner
 "	1305682	4786320	1124619	2564427	1686928	3297120	sigmar polke	SPIRALE	https://www.sothebys.com/content/dam/stb/lots/L16/L16024/261L16024_XXXXX_wall_1.jpg	3068	3480638	1439808	1610192
27	45	100000	350000	150000	450000	GBP	GBP	120000	497000	14.10.2006	10.02.2015	1900-01-02 16:00:00	1900-01-02 18:30:00	London	London	 sigmar polke b.1941 untitled   signed and dated 2002gouache and oil on paper199 by 149.5cm.; 78 3/8 by 58 7/8 in.  	 sigmar polke 1941 - 2010 untitled   signed and dated 2002; signed and dated 2002 on the reversegouache and oil on paper198.7 by 149.9cm.; 78 1/4 by 59in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-art-evening-l06024/lot.27.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/contemporary-art-evening-auction-l15020/lot.45.html	"
 galerie schmela, düsseldorfprivate collection, rhineland
 "	"
 galerie schmela, dusseldorf
private collection, rhineland
sale: sotheby’s, london, contemporary art evening auction, 14 october 2006, lot 27
acquired directly from the above by the present owner  
 "	181898	907451	151582	639050	227373	821636	sigmar polke	UNTITLED	https://www.sothebys.com/content/dam/stb/lots/L15/L15020/801L15020_55HHK_WEB.jpg	3041	725553	487468	594263
277	330	12000	70000	15000	90000	GBP	USD	45600	116500	23.06.2005	14.11.2012	1900-01-02 09:30:00	1899-12-28 14:30:00	London	New York	 sigmar polke b.1941 untitled (masken)   signed and dated 87ink, watercolour and gouache on paper102 by 72.7cm.; 40 1/8 by 28 5/8 in.  	 sigmar polke 1941-2010 untitled (masken)   signed and dated 87; signed and dated 87 on the reverseink, watercolor and gouache on paper40 1/8 by 28 5/8 in. 102 by 72.7 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/contemporary-part-2-l05023/lot.277.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/contemporary-art-day-auction-n08901/lot.330.html	"
 galerie hajo müller, cologne
 "	"
 galerie hajo müller, cologneprivate collectionchristie's, london, april 22, 1998, lot 21private collection, londonsotheby's, london, june 23, 2005, lot 277private collection, los angeles
 "	69176	138126	18204	82994	22755	106707	sigmar polke	UNTITLED (MASKEN)	https://www.sothebys.com/content/dam/stb/lots/N08/N08901/212N08901_6L7RY.jpg	2701	68950	64790	83952
243	133	50000	100000	70000	150000	GBP	GBP	66000	145250	08.02.2007	13.10.2012	1900-01-02 10:30:00	1900-01-02 10:00:00	London	London	 sigmar polke b.1941 untitled   acrylic on card200 by 149cm.; 78 3/4 by 58 5/8 in.executed in 1998-99.  	 sigmar polke 1941-2010 untitled   acrylic and interference pigment on paper200 by 149cm.; 78 3/4 by 58 5/8 in.executed in 1999.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-sale-morning-and-afternoon-l07021/lot.243.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/contemporary-art-day-auction-l12025/lot.133.html	"
 galerie jürgen becker, hamburgacquired directly from the above by the present owner in 1999
 "	"
 galerie jürgen becker, hamburgprivate collection, switzerlandsale: sotheby's, london, contemporary art, 8 february 2007, lot 243acquired directly from the above by the present owner
 "	103090	237337	78098	163399	109338	245099	sigmar polke	UNTITLED	https://www.sothebys.com/content/dam/stb/lots/L12/L12025/025L12025_6KJG3.jpg	2074	134247	85301	135761
122	453	120000	120000	180000	180000	USD	USD	230500	150000	29.01.2009	29.01.2016	1899-12-28 15:00:00	1899-12-28 15:00:00	New York	New York	 sir peter paul rubens siegen 1577 - 1640 antwerp portrait of a young man bust-length, in a black doublet with a white lace collar   oil on paper laid on panel, unframed13 1/8 by 9 7/8 in.; 33.2 by 25.3 cm.  	 attributed to sir peter paul rubens siegen 1577 - 1640 antwerp portrait of a young man, bust-length, in a black doublet with a white lace collar    oil on paper, laid on panel13 1/8 by 9 7/8 in.; 33.2 by 25.3 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2009/important-old-master-paintings-including-european-works-of-art-n08516/lot.122.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/master-paintings-sculpture-day-sale-n09461/lot.453.html	"
 by descent to the earls of jersey, osterley park, middlesex (according to a label on the reverse);with james bourlet & sons, ltd., london, inv. no. e 4594 (according to a label on the reverse).
 "	"
 by descent to the earls of jersey, osterley park, middlesex (according to a label on the reverse);with james bourlet & sons, ltd., london, inv. no. e 4594 (according to a label on the reverse);anonymous sale, london, christie's, 27 april 2007, lot 8 (as circle of sir peter paul rubens);anonymous sale, new york, sotheby's, 29 january 2009, lot 122 (as sir peter paul rubens);there purchased by a private european collector;by whom given to the present owner. 
 "	270455	202170	140801	161736	211201	242605	sir peter paul rubens	PORTRAIT OF A YOUNG MAN BUST-LENGTH, IN A BLACK DOUBLET WITH A WHITE LACE COLLAR	https://www.sothebys.com/content/dam/stb/lots/N09/N09461/051N09461_82NBD.jpg	2556	-68285	20935	31404
143	183	12000	30000	18000	50000	GBP	GBP	48000	102500	06.07.2006	09.07.2015	1900-01-02 09:30:00	1900-01-02 09:30:00	London	London	 studio of sir peter paul rubenssiegen 1577 - 1640 antwerp siegen 1577 - 1640 antwerp the marriage of alexander and roxanne   oil on canvas197 x 169.2 cm.; 77 1/2 by 66 5/8 in.  	 studio of sir peter paul rubens siegen 1577 - 1640 antwerp alexander and roxana   oil on canvas, unlined198.2 by 169.5 cm.; 78 by 66 3/4  in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/old-master-paintings-day-l06032/lot.143.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/old-master-british-paintings-day-sale-l15034/lot.183.html	"
 pehr lagerbring (1733-99), inv. no. 102, whose collection was bought in its entirety bydavid hendrik hildebrand (1712-1794), ericsberg;his son david gotthard hendrik hildebrand (1761-1808), who died unmarried;his sister agneta sofia hildebrand, who was married to baron carl göran bonde (1757-1840;thence by descent at ericsberg to the present day.
 "	"
 per lagerbring (1732–99), inv. no. 102, whose collection was bought in its entirety by david henrik hildebrand (1712–94), ericsberg;his son, david gotthard henrik hildebrand (1761–1808), who died unmarried;his sister, agneta sofia hildebrand, who was married to baron carl göran bonde (1757–1840);thence by descent at ericsberg until sold ('property from the bonde collection, ericsbergs slott, sweden'), london, sotheby's, 6 july 2006, lot 143, where acquired by the present owner.
 "	72672	184329	18168	53950	27252	89916	sir peter paul rubens	ALEXANDER AND ROXANA	https://www.sothebys.com/content/dam/stb/lots/L15/L15034/514L15034_8274N.jpg	3290	111657	35782	62664
426	561	700000	500000	900000	700000	USD	USD	845000	620000	15.05.2014	17.05.2019	1899-12-28 13:30:00	1899-12-28 14:00:00	New York	New York	 takashi murakami b.1962 panda geant   acrylic boa, urethane, frp and steel on corian baseoverall approximately: 100 by 75 by 75 in. 254 by 190.5 by 190.5 cm.executed in 2009, this work is from an edition of 3.  	 takashi murakami b. 1962 panda geant   acrylic boa, urethane, frp and steel on corian base100 by 75 by 75 in. 254 by 190.5 by 190.5 cm.executed in 2009, this work is from an edition of 3.   	https://www.sothebys.com/en/auctions/ecatalogue/2014/contemporary-art-day-sale-n09142/lot.426.html	https://www.sothebys.com/en/auctions/ecatalogue/2019/contemporary-art-day-n10070/lot.561.html	"
 acquired directly from the artist
 "	"
 private collection, tel aviv (acquired directly from the artist) sotheby's, new york, 15 may 2014, lot 426acquired from the above sale by the present owner 
 "	1063168	861153	880730	694479	1132368	972270	takashi murakami	PANDA GEANT	https://www.sothebys.com/content/dam/stb/lots/N10/N10070/286N10070_B4XS9.jpg	1828	-202015	-186251	-160098
426	47	4000	6000	6000	8000	USD	GBP	33000	8125	13.11.2003	21.11.2017	1899-12-28 15:15:00	1900-01-02 10:30:00	New York	London	 takashi murakami b.1962 coco (project ko2 / parfect edition / parco version)   oil on molded resin20 1/2 by 10 by 5 3/4 in. 52 by 24 by 14.6cm.executed in 1999, this work is one from an edition of 200.  	 takashi murakami b. 1962 coco (project ko2 / parfect edition / parco version)   oil on moulded resin52 by 24 by 14.6 cm. 20 1/2 by 9 1/2 by 5 3/4 in.executed in 1999, this work is from an edition of 200.  	https://www.sothebys.com/en/auctions/ecatalogue/2003/contemporary-art-day-n07940/lot.426.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/contemporary-curated-l17027/lot.47.html	"
 parco gallery, japan
 "	"
 parco gallery, japanprivate collection, united statessotheby's, new york, 13 november 2003, lot 426acquired from the above by the present owner
 "	34801	15179	4218	11209	6327	14945	takashi murakami	COCO (PROJECT KO2 / PARFECT EDITION / PARCO VERSION)	https://www.sothebys.com/content/dam/stb/lots/L17/L17027/837L17027_9KZCH.jpg	5122	-19622	6991	8618
303	261	8000	10000	12000	15000	USD	USD	18000	23750	13.05.2004	27.09.2017	1899-12-28 14:15:00	1899-12-28 14:00:00	New York	New York	 takashi murakami b.1962 untitled (pair of drawings)   each signed and dated '98ink and gouache on paperboard(i) 3 by 15 in. 8.3 by 38.1 cm.(ii) 4 1/2 by 3 1/2 in. 11.1 by 8.9 cm.  	 takashi murakami b.1962 untitled: a pair   each signed and dated '98ink and gouache on paperboardi. 3 by 15 in. 7.6 by 38.1 cm.ii. 4 1/4 by 3 1/2 in. 10.8 by 8.9 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/contemporary-art-part-two-n07995/lot.303.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/contemporary-curated-n09624/lot.261.html	"
 blum & poe, santa monicaacquired by the present owner directly from the above
 "	"
 blum & poe, santa monicaprivate collection, california (acquired from the above)sotheby's, new york, 13 may 2004, lot 303acquired from the above sale by the present owner
 "	19534	31971	8681	13461	13022	20192	takashi murakami	UNTITLED: A PAIR	https://www.sothebys.com/content/dam/stb/lots/N09/N09624/N09624-261_web.jpg	4885	12437	4780	7170
48	465	180000	280000	250000	350000	GBP	USD	206500	324500	17.10.2013	19.05.2017	1900-01-02 18:30:00	1899-12-28 14:00:00	London	New York	 takashi murakami b.1962 peaked cap   fiberglass, acrylic and steel150 by 120 by 120cm.; 59 1/8 by 47 1/8 by 47 1/8 in.executed in 2002, this work is number 1 from an edition of 5 plus 1 artist's proof.  	 takashi murakami b. 1962 peaked cap   synthetic resin, fiberglass, paint, steel and wood59 1/8 by 47 1/8 by 47 1/8 in. 150 by 120 by 120 cm.executed in 2002, this work is number 1 from an edition of 5, plus 1 artist's proof.  	https://www.sothebys.com/en/auctions/ecatalogue/2013/contemporary-art-evening-auction-l13024/lot.48.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/contemporary-art-day-auction-n09762/lot.465.html	"
 galerie emmanuel perrotin, paris
acquired directly from the above by the present owner
 "	"
 galerie perrotin, parisprivate collection, paris (acquired from the above)sotheby's, london, 17 october 2013, lot 48acquired from the above sale by the present owner
 "	351309	438250	306226	378151	425314	472689	takashi murakami	PEAKED CAP	https://www.sothebys.com/content/dam/stb/lots/N09/N09762/214N09762_9DWHH.jpg	1310	86941	71925	47375
271	569	25000	100000	35000	150000	GBP	USD	39650	125000	26.06.2009	12.11.2014	1900-01-02 09:30:00	1899-12-28 14:00:00	London	New York	 takashi murakami b.1962 kaikai   signed, dated 00, stamped and inscribed by the studio artists on the reverseacrylic on canvas mounted on panel40 by 40cm.; 15 3/4 by 15 3/4 in.  	 takashi murakami b.1962 kaikai   signed and dated 00 on the reverseacrylic on canvas mounted on panel15 3/4 by 15 3/4 in. 40 by 40 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2009/contemporary-day-auction-l09623/lot.271.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/contemporary-art-day-sale-n09222/lot.569.html	"
 tomio koyama gallery, tokyoprivate collection, switzerlandsale: christie's, london, post-war and contemporary art, 25 june 2004, lot 282acquired directly from the above by the present owner
 "	"
 tomio koyama gallery, tokyoprivate collection, switzerlandchristie's, london, june 25, 2004, lot 282private collection, new yorksotheby's, london, june 26, 2009, lot 271acquired by the present owner from the above sale
 "	62981	157081	39710	125665	55595	188497	takashi murakami	KAIKAI	https://www.sothebys.com/content/dam/stb/lots/N09/N09222/216N09222_75C2H.jpg	1965	94100	85955	132902
51	340	100000	100000	150000	150000	GBP	GBP	117600	170500	05.02.2004	18.10.2013	1900-01-02 19:00:00	1900-01-02 09:30:00	London	London	 takashi murakami b.1962 pink summer   signed takashi! and dated 98 on the reverseacrylic on canvas laid down on wood panel70 by 100cm.27 1/2 by 39 3/8 in.  	 takashi murakami b.1962 pink summer   signed and dated 98 on the reverseacrylic on canvas laid down on panel70 by 100cm.; 27 1/2 by 39 3/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/contemporary-art-evening-l04020/lot.51.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/contemporary-art-day-auction-l13025/lot.340.html	"
 tomio koyama gallery, tokyogalleria pinksummer and newsantandrea, genoaacquired directly from the above by the present owner in february 2000
 "	"
 tomio koyama gallery, tokyogalleria pinksummer and newsantandrea, genoaprivate collection, europesale: sotheby's, london, contemporary art, 5 february 2004, lot 51acquired directly from the above by the late owner
 "	179011	290064	152220	170125	228330	255188	takashi murakami	PINK SUMMER	https://www.sothebys.com/content/dam/stb/lots/L13/L13025/666L13025_6SKG2_wall.jpg	3543	111053	17905	26858
182	141	4000	4000	6000	6000	USD	USD	1000	1750	09.03.2011	07.06.2013	1899-12-28 15:00:00	1899-12-28 14:00:00	New York	New York	 takashi murakami b.1962 superflat museum   complete set of 10 plastic figures each in its own unopened cardboard boxdimensions variableexecuted in 2005, from the los angeles edition  	 takashi murakami b.1962 superflat museum   complete set of 10 plastic figures each in its own unopened cardboard boxdimensions variable; each box, 5 1/4 by 7 1/4 by 8 1/4 in. 13.3 by 18.4 by 21 cm.executed in 2005, from the los angeles edition.  	https://www.sothebys.com/en/auctions/ecatalogue/2011/contemporary-art-n08720/lot.182.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/contemporary-art-n09004/lot.141.html		"
 private collection, los angelessotheby's, new york, march 9, 2011, lot 182acquired by the present owner at the above sale
 "	1205	2146	4823	4906	7234	7359	takashi murakami	SUPERFLAT MUSEUM	https://www.sothebys.com/content/dam/stb/lots/N09/N09004/347N09004_6PG8K.jpg	821	941	83	125
514	383	250000	180000	350000	250000	USD	USD	277000	278500	15.11.2007	10.11.2010	1899-12-28 15:00:00	1899-12-28 15:00:00	New York	New York	 takashi murakami b.1962 kinoko iso (pink)   painted fiberglass sculpture15 3/4 by 30 1/2 by 27 in. 40 by 77.5 by 68.6 cm.executed in 2003, this work is from an edition of 3.  	 takashi murakami b.1962 kinoko isu (small)   painted fiberglass15 3/4 by 30 1/2 by 25 1/2 in. 40 by 77.5 by 64.7 cm.executed in 2003, this work is from an edition of 3.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-n08364/lot.514.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/contemporary-art-day-auction-n08679/lot.383.html	"
 the artist with marianne boesky gallery, new yorkacquired by the present owner from the above
 "	"
 marianne boesky gallery, new yorkprivate collection, floridasotheby's, new york, november 15, 2007, lot 514acquired by the present owner from the above sale
 "	307357	327371	277398	211586	388357	293870	takashi murakami	KINOKO ISO (PINK)	https://www.sothebys.com/content/dam/stb/lots/N08/N08679/N08679-383-lr-1.jpg	1091	20014	-65812	-94487
333	461	25000	80000	35000	120000	GBP	USD	60000	62500	08.02.2007	12.11.2008	1900-01-02 10:30:00	1899-12-28 15:00:00	London	New York	 takashi murakami b.1962 untitled   signed and dated '00 on the reverseacrylic on canvas mounted on panel40 by 40cm.; 15 3/4 by 15 3/4 in.  	 takashi murakami b.1962 untitled (jellyfish eyes)   signed, inscribed and dated 00 on the reverseacrylic on canvas mounted on panel15 3/4 by 15 3/4 in. 40 by 40 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-sale-morning-and-afternoon-l07021/lot.333.html	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-day-sale-n08490/lot.461.html	"
 marianne boesky gallery, new york
 "	"
 marianne boesky gallery, new yorkchristie's, new york, november 14, 2002, lot 303private collection, italysotheby's, london, february 8, 2007, lot 333acquired by the present owner from the above sale
 "	93718	69953	39049	89540	54669	134310	takashi murakami	UNTITLED	https://www.sothebys.com/content/dam/stb/lots/N08/N08490/N08490-461-lr-1.jpg	643	-23765	50491	79641
410	428	8000	12000	12000	15000	GBP	GBP	9600	55250	25.10.2005	02.07.2008	1899-12-25 13:30:00	1900-01-02 09:00:00	Olympia	London	 takashi murakami, b. 1962 pinyan   inscribed with the artist's symbol on the stretcheracrylic on canvas53x65.5cm.; 20¾x25¾in.painted in 1997.  	 takashi murakami b.1962 pinyan   stamped on the stretcheracrylic on canvas53 by 65.5cm.; 20 7/8 by 25¾in.executed in 1997.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/contemporary-art-w05709/lot.410.html	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-day-sale-l08023/lot.428.html	"
 james hyman fine art, london 
 "	"
 james hyman fine art, londonsale: sotheby's, london olympia, contemporary art, 25 october 2005, lot 410
 "	14555	86570	12129	18802	18194	23503	takashi murakami	PINYAN	https://www.sothebys.com/content/dam/stb/lots/L08/L08023/L08023-428-lr-1.jpg	981	72015	6673	5309
442	426	35000	70000	45000	90000	USD	GBP	120000	103250	13.11.2003	02.07.2008	1899-12-28 15:15:00	1900-01-02 09:00:00	New York	London	 takashi murakami b.1962 hoyoyo   signed twice and dated '98 twice on the reverseacrylic on canvas16 by 16in. 40.6 by 40.6cm.  	 takashi murakami b.1962 hoyoyo   signed and dated 98 on the reverseacrylic on canvas40.4 by 40.4cm.; 15 7/8 by 15 7/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2003/contemporary-art-day-n07940/lot.442.html	https://www.sothebys.com/en/auctions/ecatalogue/2008/contemporary-art-day-sale-l08023/lot.426.html	"
 tomio koyama gallery, tokyomr. hisanao minoura, japan (acquired from the above in 1998)
 "	"
 tomio koyama gallery, tokyoprivate collection, japansale: sotheby's, new york, contemporary art day, 13 november 2003, lot 442acquired directly from the above by the present owner
 "	126552	161781	36911	109682	47457	141019	takashi murakami	HOYOYO	https://www.sothebys.com/content/dam/stb/lots/L08/L08023/L08023-426-lr-1.jpg	1693	35229	72771	93562
204	210	12000	50000	18000	70000	USD	USD	33000	50000	11.05.2005	17.05.2019	1899-12-28 14:15:00	1899-12-28 14:00:00	New York	New York	 tom wesselmann 1931 - 2004 spread leg nude (variation of the great american nude 87)   signed and dated 67liquitex and pencil on paper11 1/2 by 14 5/8 in. 28.6 by 37.1 cm.this work was first drawn in 1967 and then painted in 1975.    	 tom wesselmann 1931 - 2004 spread leg nude (variation to great american nude #87)   signed and dated 67liquitex and graphite on paper11 1/4 by 14 3/4 in. 28.6 by 37.5 cm.executed in 1967-1975.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/contemporary-art-day-n08093/lot.204.html	https://www.sothebys.com/en/auctions/ecatalogue/2019/contemporary-art-day-n10070/lot.210.html	"
 sidney janis gallery, new york acquired by the present owner from the above
 "	"
 sidney janis gallery, new yorkcollection of dr. and mrs. john a. cook, new yorksotheby's, new york, 11 may 2005, lot 204acquired from the above sale by the present owner
 "	36183	69447	13157	69447	19736	97227	tom wesselmann	SPREAD LEG NUDE (VARIATION TO GREAT AMERICAN NUDE #87)	https://www.sothebys.com/content/dam/stb/lots/N10/N10070/1406N10070_B6V56.jpg	5119	33264	56290	77491
29	16	700000	1500000	900000	2000000	GBP	GBP	792000	1628750	21.06.2006	28.06.2017	1900-01-02 18:00:00	1900-01-02 18:00:00	London	London	" tom wesselmann 1931 - 2004 great american nude # 87   signed and dated 67; signed, titled gan #87, dated 1967 (1966-67) and inscribed: ""novaply, liquitex gesso, liquitex acrylic polymer paint, varnish - liquitex matte varnish, hair - upholstery stuffing sprayed with clear krylon, fabric is glued with white glue, signed upper left"" on the reverseacrylic and collage on board114 by 170cm.44 7/8 by 67in.  "	 tom wesselmann 1931 - 2004 great american nude #87   signed, titled, dated 1967 (1966-67) and inscribed: novaply, liquitex gesso, liquitex acrylic polymer paint, varnish - liquitex matte varnish, hair - upholstery stuffing sprayed with clear krylon, fabric is glued with white glue, signed upper left on the reverseacrylic and fabric collage on board114 by 170 cm. 44 7/8 by 67 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/contemporary-art-evening-l06022/lot.29.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/contemporary-art-evening-auction-l17022/lot.16.html	"
 sidney janis gallery (# 15424), new yorkarman, new yorkprivate collection, new york
 "	"
 sidney janis gallery, new york
arman, new york
private collection, new york
private collection, europe
sotheby's, london, 21 june 2006, lot 29 (consigned by the above)
acquired from the above by the present owner
 "	1201141	3061271	1061615	2819282	1364933	3759043	tom wesselmann	GREAT AMERICAN NUDE #87	https://www.sothebys.com/content/dam/stb/lots/L17/L17022/856L17022_9HSS6_WEB.jpg	4025	1860130	1757667	2394110
237	55	22000	30000	28000	40000	USD	USD	27500	21250	10.05.2012	29.09.2016	1899-12-28 14:00:00	1899-12-28 14:00:00	New York	New York	 tom wesselmann 1931 - 2004 study for kate nude line drawing   signed and dated 84liquitex and graphite on bristol board11 1/2 by 14 in. 29.2 by 35.6 cm.  	 tom wesselmann 1931 - 2004 study for kate nude line drawing   signed and dated 84liquitex and graphite on paper11 1/2 by 14 in. 29.2 by 35.6 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2012/contemporary-art-day-n08854/lot.237.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/contemporary-curated-n09553/lot.55.html	"
 galerie joachim becker, cannesacquired by the present owner from the above
 "	"
 galerie joachim becker, cannes private collection, portugal (acquired from the above)sotheby's, new york, may 10, 2012, lot 237acquired by the present owner from the above sale
 "	32832	28047	26266	39597	33429	52796	tom wesselmann	STUDY FOR KATE NUDE LINE DRAWING	https://www.sothebys.com/content/dam/stb/lots/N09/N09553/391N09553_8ZJ4G.jpg	1603	-4785	13331	19367
